dname,docid,negcount,poscount,predicted,trueclass,wordcount
LABR,2899.0,1.0,0.0,-1.0,-1.0,37.0
LABR,2900.0,0.0,5.0,1.0,1.0,16.0
LABR,2901.0,0.0,5.0,1.0,1.0,115.0
LABR,2902.0,4.0,1.0,-1.0,-1.0,25.0
LABR,2903.0,3.0,2.0,-1.0,-1.0,172.0
LABR,2904.0,1.0,2.0,1.0,1.0,117.0
LABR,2905.0,0.0,2.0,1.0,1.0,5.0
LABR,2906.0,1.0,3.0,1.0,1.0,64.0
LABR,2907.0,1.0,0.0,-1.0,-1.0,21.0
LABR,2908.0,3.0,1.0,-1.0,-1.0,44.0
LABR,2909.0,0.0,0.0,1.0,1.0,12.0
LABR,2910.0,7.0,9.0,-1.0,-1.0,219.0
LABR,2911.0,2.0,5.0,-1.0,-1.0,65.0
LABR,2912.0,0.0,1.0,-1.0,-1.0,6.0
LABR,2913.0,1.0,4.0,-1.0,-1.0,92.0
LABR,2914.0,1.0,2.0,1.0,1.0,55.0
LABR,2915.0,0.0,4.0,1.0,1.0,81.0
LABR,2916.0,0.0,9.0,1.0,1.0,69.0
LABR,2917.0,2.0,0.0,-1.0,-1.0,7.0
LABR,2918.0,2.0,3.0,-1.0,-1.0,80.0
LABR,2919.0,2.0,4.0,1.0,1.0,233.0
LABR,2920.0,2.0,6.0,1.0,1.0,71.0
LABR,2921.0,3.0,3.0,-1.0,-1.0,8.0
LABR,2922.0,0.0,2.0,-1.0,1.0,4.0
LABR,2923.0,0.0,0.0,-1.0,1.0,5.0
LABR,2924.0,0.0,2.0,1.0,1.0,34.0
LABR,2925.0,0.0,2.0,1.0,1.0,64.0
LABR,2926.0,6.0,1.0,-1.0,-1.0,56.0
LABR,2927.0,4.0,1.0,1.0,-1.0,56.0
LABR,2928.0,3.0,3.0,1.0,1.0,108.0
LABR,2929.0,1.0,6.0,1.0,1.0,140.0
LABR,2930.0,5.0,1.0,-1.0,-1.0,59.0
LABR,2931.0,0.0,1.0,-1.0,-1.0,20.0
LABR,2932.0,1.0,1.0,-1.0,-1.0,94.0
LABR,2933.0,1.0,4.0,1.0,1.0,52.0
LABR,2934.0,1.0,0.0,-1.0,-1.0,7.0
LABR,2935.0,4.0,1.0,-1.0,-1.0,75.0
LABR,2936.0,1.0,2.0,1.0,-1.0,11.0
LABR,2937.0,0.0,2.0,1.0,1.0,47.0
LABR,2938.0,1.0,0.0,-1.0,-1.0,38.0
LABR,2939.0,4.0,2.0,-1.0,-1.0,43.0
LABR,2940.0,2.0,1.0,1.0,1.0,53.0
LABR,2941.0,4.0,0.0,-1.0,-1.0,76.0
LABR,2942.0,4.0,0.0,-1.0,-1.0,115.0
LABR,2943.0,0.0,2.0,-1.0,1.0,10.0
LABR,2944.0,0.0,1.0,1.0,-1.0,21.0
LABR,2945.0,0.0,5.0,1.0,1.0,35.0
LABR,2946.0,1.0,4.0,-1.0,-1.0,66.0
LABR,2947.0,1.0,0.0,-1.0,-1.0,25.0
LABR,2948.0,0.0,1.0,1.0,1.0,40.0
LABR,2949.0,3.0,1.0,1.0,-1.0,74.0
LABR,2950.0,2.0,1.0,-1.0,-1.0,19.0
LABR,2951.0,0.0,1.0,1.0,1.0,2.0
LABR,2952.0,0.0,0.0,1.0,1.0,14.0
LABR,2953.0,0.0,1.0,1.0,1.0,43.0
LABR,2954.0,1.0,3.0,1.0,1.0,54.0
LABR,2955.0,0.0,3.0,1.0,1.0,13.0
LABR,2956.0,0.0,1.0,-1.0,-1.0,22.0
LABR,2957.0,4.0,0.0,-1.0,-1.0,6.0
LABR,2958.0,0.0,2.0,-1.0,-1.0,37.0
LABR,2959.0,2.0,3.0,1.0,1.0,53.0
LABR,2960.0,1.0,1.0,-1.0,-1.0,26.0
LABR,2961.0,0.0,0.0,1.0,1.0,11.0
LABR,2962.0,0.0,0.0,1.0,1.0,14.0
LABR,2963.0,0.0,2.0,1.0,-1.0,8.0
LABR,2964.0,0.0,2.0,1.0,-1.0,31.0
LABR,2965.0,1.0,5.0,-1.0,-1.0,117.0
LABR,2966.0,0.0,0.0,1.0,1.0,25.0
LABR,2967.0,1.0,1.0,-1.0,-1.0,126.0
LABR,2968.0,1.0,0.0,1.0,1.0,22.0
LABR,2969.0,1.0,0.0,-1.0,-1.0,1.0
LABR,2970.0,0.0,0.0,-1.0,-1.0,22.0
LABR,2971.0,0.0,3.0,1.0,1.0,47.0
LABR,2972.0,0.0,0.0,1.0,1.0,2.0
LABR,2973.0,3.0,1.0,-1.0,-1.0,75.0
LABR,2974.0,5.0,4.0,-1.0,-1.0,55.0
LABR,2975.0,4.0,5.0,1.0,1.0,165.0
LABR,2976.0,2.0,2.0,1.0,-1.0,75.0
LABR,2977.0,0.0,2.0,1.0,1.0,17.0
LABR,2978.0,0.0,2.0,-1.0,-1.0,9.0
LABR,2979.0,0.0,0.0,1.0,1.0,7.0
LABR,2980.0,0.0,3.0,1.0,1.0,16.0
LABR,2981.0,1.0,2.0,1.0,1.0,93.0
LABR,2982.0,0.0,1.0,1.0,1.0,10.0
LABR,2983.0,0.0,2.0,1.0,1.0,3.0
LABR,2984.0,0.0,1.0,-1.0,-1.0,3.0
LABR,2985.0,5.0,5.0,-1.0,-1.0,131.0
LABR,2986.0,1.0,1.0,-1.0,-1.0,7.0
LABR,2987.0,2.0,0.0,-1.0,1.0,58.0
LABR,2988.0,1.0,2.0,-1.0,-1.0,25.0
LABR,2989.0,0.0,1.0,1.0,1.0,5.0
LABR,2990.0,0.0,1.0,1.0,1.0,3.0
LABR,2991.0,0.0,2.0,1.0,1.0,6.0
LABR,2992.0,2.0,1.0,1.0,1.0,57.0
LABR,2993.0,0.0,7.0,1.0,1.0,26.0
LABR,2994.0,0.0,3.0,-1.0,-1.0,69.0
LABR,2995.0,3.0,1.0,-1.0,-1.0,5.0
LABR,2996.0,6.0,2.0,1.0,-1.0,255.0
LABR,2997.0,0.0,3.0,1.0,1.0,10.0
LABR,2998.0,0.0,2.0,1.0,1.0,43.0
LABR,2999.0,3.0,0.0,-1.0,-1.0,22.0
LABR,3000.0,0.0,0.0,1.0,1.0,20.0
LABR,3001.0,4.0,3.0,-1.0,-1.0,83.0
LABR,3002.0,0.0,1.0,-1.0,-1.0,100.0
LABR,3003.0,0.0,2.0,1.0,1.0,47.0
LABR,3004.0,2.0,1.0,-1.0,-1.0,42.0
LABR,3005.0,0.0,1.0,1.0,1.0,10.0
LABR,3006.0,0.0,1.0,-1.0,1.0,20.0
LABR,3007.0,6.0,6.0,-1.0,-1.0,178.0
LABR,3008.0,1.0,1.0,-1.0,-1.0,10.0
LABR,3009.0,2.0,1.0,-1.0,-1.0,41.0
LABR,3010.0,0.0,0.0,-1.0,-1.0,6.0
LABR,3011.0,2.0,2.0,1.0,-1.0,61.0
LABR,3012.0,1.0,1.0,1.0,-1.0,66.0
LABR,3013.0,1.0,1.0,1.0,1.0,16.0
LABR,3014.0,1.0,0.0,-1.0,-1.0,24.0
LABR,3015.0,0.0,2.0,1.0,1.0,94.0
LABR,3016.0,4.0,2.0,-1.0,-1.0,118.0
LABR,3017.0,3.0,9.0,-1.0,-1.0,354.0
LABR,3018.0,0.0,0.0,1.0,-1.0,16.0
LABR,3019.0,1.0,1.0,-1.0,-1.0,41.0
LABR,3020.0,4.0,7.0,-1.0,-1.0,131.0
LABR,3021.0,1.0,4.0,-1.0,-1.0,43.0
LABR,3022.0,1.0,3.0,1.0,1.0,23.0
LABR,3023.0,4.0,0.0,-1.0,-1.0,28.0
LABR,3024.0,0.0,4.0,1.0,1.0,4.0
LABR,3025.0,0.0,4.0,1.0,1.0,73.0
LABR,3026.0,1.0,1.0,-1.0,-1.0,78.0
LABR,3027.0,1.0,6.0,1.0,1.0,54.0
LABR,3028.0,1.0,0.0,-1.0,-1.0,15.0
LABR,3029.0,0.0,0.0,-1.0,1.0,11.0
LABR,3030.0,2.0,3.0,1.0,-1.0,69.0
LABR,3031.0,0.0,1.0,-1.0,-1.0,14.0
LABR,3032.0,1.0,1.0,-1.0,-1.0,19.0
LABR,3033.0,0.0,1.0,-1.0,1.0,10.0
LABR,3034.0,0.0,0.0,1.0,1.0,44.0
LABR,3035.0,1.0,1.0,1.0,-1.0,12.0
LABR,3036.0,0.0,1.0,1.0,1.0,5.0
LABR,3037.0,1.0,0.0,-1.0,-1.0,17.0
LABR,3038.0,1.0,1.0,1.0,-1.0,61.0
LABR,3039.0,5.0,7.0,-1.0,-1.0,206.0
LABR,3040.0,1.0,2.0,1.0,1.0,92.0
LABR,3041.0,8.0,5.0,-1.0,-1.0,479.0
LABR,3042.0,2.0,2.0,-1.0,-1.0,146.0
LABR,3043.0,2.0,0.0,-1.0,-1.0,3.0
LABR,3044.0,0.0,1.0,-1.0,1.0,28.0
LABR,3045.0,0.0,2.0,1.0,1.0,20.0
LABR,3046.0,0.0,4.0,1.0,1.0,27.0
LABR,3047.0,0.0,0.0,1.0,-1.0,38.0
LABR,3048.0,2.0,7.0,1.0,1.0,241.0
LABR,3049.0,4.0,6.0,-1.0,-1.0,224.0
LABR,3050.0,8.0,17.0,1.0,-1.0,1314.0
LABR,3051.0,0.0,1.0,1.0,1.0,24.0
LABR,3052.0,0.0,0.0,-1.0,-1.0,15.0
LABR,3053.0,1.0,1.0,-1.0,-1.0,23.0
LABR,3054.0,0.0,0.0,-1.0,-1.0,18.0
LABR,3055.0,0.0,0.0,1.0,1.0,29.0
LABR,3056.0,1.0,0.0,1.0,-1.0,40.0
LABR,3057.0,0.0,3.0,1.0,1.0,96.0
LABR,3058.0,1.0,4.0,1.0,1.0,161.0
LABR,3059.0,2.0,1.0,1.0,1.0,77.0
LABR,3060.0,3.0,6.0,1.0,1.0,39.0
LABR,3061.0,2.0,3.0,1.0,-1.0,87.0
LABR,3062.0,0.0,3.0,1.0,1.0,30.0
LABR,3063.0,0.0,0.0,-1.0,-1.0,49.0
LABR,3064.0,3.0,7.0,-1.0,-1.0,97.0
LABR,3065.0,0.0,1.0,-1.0,-1.0,8.0
LABR,3066.0,0.0,2.0,1.0,1.0,10.0
LABR,3067.0,1.0,0.0,-1.0,-1.0,1.0
LABR,3068.0,0.0,2.0,-1.0,1.0,19.0
LABR,3069.0,2.0,0.0,-1.0,1.0,56.0
LABR,3070.0,5.0,10.0,1.0,1.0,709.0
LABR,3071.0,0.0,0.0,1.0,1.0,6.0
LABR,3072.0,0.0,0.0,-1.0,-1.0,14.0
LABR,3073.0,0.0,0.0,-1.0,-1.0,34.0
LABR,3074.0,0.0,3.0,1.0,1.0,12.0
LABR,3075.0,3.0,1.0,-1.0,-1.0,111.0
LABR,3076.0,1.0,3.0,1.0,1.0,102.0
LABR,3077.0,2.0,4.0,1.0,1.0,90.0
LABR,3078.0,0.0,1.0,1.0,1.0,24.0
LABR,3079.0,0.0,0.0,1.0,1.0,12.0
LABR,3080.0,2.0,10.0,1.0,1.0,93.0
LABR,3081.0,4.0,5.0,-1.0,-1.0,346.0
LABR,3082.0,2.0,4.0,-1.0,1.0,86.0
LABR,3083.0,3.0,1.0,-1.0,-1.0,6.0
LABR,3084.0,2.0,1.0,-1.0,-1.0,18.0
LABR,3085.0,2.0,2.0,-1.0,-1.0,34.0
LABR,3086.0,0.0,0.0,-1.0,-1.0,3.0
LABR,3087.0,0.0,0.0,1.0,1.0,7.0
LABR,3088.0,7.0,5.0,-1.0,-1.0,100.0
LABR,3089.0,4.0,3.0,1.0,1.0,546.0
LABR,3090.0,2.0,0.0,-1.0,-1.0,22.0
LABR,3091.0,0.0,5.0,1.0,1.0,69.0
LABR,3092.0,0.0,0.0,1.0,1.0,7.0
LABR,3093.0,0.0,1.0,-1.0,-1.0,30.0
LABR,3094.0,1.0,0.0,-1.0,-1.0,2.0
LABR,3095.0,4.0,3.0,-1.0,-1.0,195.0
LABR,3096.0,0.0,3.0,1.0,1.0,35.0
LABR,3097.0,1.0,0.0,-1.0,-1.0,1.0
LABR,3098.0,0.0,2.0,-1.0,1.0,46.0
LABR,3099.0,1.0,0.0,1.0,-1.0,10.0
LABR,3100.0,0.0,2.0,1.0,-1.0,17.0
LABR,3101.0,3.0,1.0,-1.0,-1.0,40.0
LABR,3102.0,1.0,1.0,-1.0,-1.0,44.0
LABR,3103.0,1.0,2.0,1.0,1.0,208.0
LABR,3104.0,0.0,1.0,-1.0,-1.0,10.0
LABR,3105.0,1.0,1.0,-1.0,-1.0,33.0
LABR,3106.0,0.0,2.0,1.0,1.0,34.0
LABR,3107.0,0.0,1.0,1.0,1.0,10.0
LABR,3108.0,1.0,3.0,1.0,1.0,69.0
LABR,3109.0,0.0,1.0,1.0,1.0,14.0
LABR,3110.0,0.0,0.0,1.0,1.0,18.0
LABR,3111.0,3.0,7.0,1.0,1.0,132.0
LABR,3112.0,0.0,2.0,1.0,1.0,22.0
LABR,3113.0,1.0,2.0,-1.0,1.0,41.0
LABR,3114.0,0.0,0.0,-1.0,1.0,8.0
LABR,3115.0,2.0,3.0,1.0,1.0,127.0
LABR,3116.0,2.0,0.0,-1.0,-1.0,15.0
LABR,3117.0,2.0,1.0,1.0,1.0,200.0
LABR,3118.0,0.0,1.0,1.0,1.0,3.0
LABR,3119.0,5.0,2.0,-1.0,-1.0,108.0
LABR,3120.0,0.0,5.0,1.0,1.0,132.0
LABR,3121.0,1.0,2.0,-1.0,-1.0,70.0
LABR,3122.0,3.0,1.0,1.0,-1.0,31.0
LABR,3123.0,0.0,0.0,-1.0,1.0,20.0
LABR,3124.0,1.0,2.0,1.0,1.0,25.0
LABR,3125.0,0.0,4.0,1.0,1.0,46.0
LABR,3126.0,3.0,0.0,-1.0,-1.0,24.0
LABR,3127.0,2.0,3.0,-1.0,-1.0,46.0
LABR,3128.0,1.0,1.0,-1.0,1.0,109.0
LABR,3129.0,3.0,0.0,-1.0,-1.0,46.0
LABR,3130.0,1.0,10.0,1.0,-1.0,256.0
LABR,3131.0,2.0,1.0,-1.0,-1.0,27.0
LABR,3132.0,0.0,1.0,1.0,1.0,11.0
LABR,3133.0,2.0,0.0,-1.0,-1.0,50.0
LABR,3134.0,3.0,3.0,-1.0,-1.0,51.0
LABR,3135.0,0.0,6.0,1.0,1.0,75.0
LABR,3136.0,1.0,1.0,-1.0,-1.0,34.0
LABR,3137.0,0.0,4.0,1.0,1.0,49.0
LABR,3138.0,1.0,1.0,1.0,1.0,113.0
LABR,3139.0,0.0,4.0,1.0,1.0,15.0
LABR,3140.0,0.0,2.0,-1.0,-1.0,39.0
LABR,3141.0,0.0,0.0,-1.0,1.0,6.0
LABR,3142.0,3.0,2.0,-1.0,-1.0,228.0
LABR,3143.0,2.0,2.0,-1.0,-1.0,41.0
LABR,3144.0,0.0,3.0,1.0,1.0,33.0
LABR,3145.0,0.0,0.0,1.0,1.0,58.0
LABR,3146.0,2.0,4.0,-1.0,-1.0,71.0
LABR,3147.0,2.0,7.0,1.0,1.0,123.0
LABR,3148.0,0.0,1.0,1.0,1.0,6.0
LABR,3149.0,0.0,2.0,1.0,1.0,18.0
LABR,3150.0,2.0,0.0,-1.0,-1.0,2.0
LABR,3151.0,2.0,0.0,-1.0,-1.0,12.0
LABR,3152.0,1.0,0.0,-1.0,-1.0,3.0
LABR,3153.0,3.0,1.0,-1.0,-1.0,151.0
LABR,3154.0,2.0,1.0,1.0,1.0,66.0
LABR,3155.0,1.0,4.0,1.0,1.0,84.0
LABR,3156.0,6.0,12.0,-1.0,-1.0,110.0
LABR,3157.0,0.0,0.0,1.0,1.0,16.0
LABR,3158.0,4.0,9.0,1.0,1.0,167.0
LABR,3159.0,2.0,0.0,1.0,-1.0,40.0
LABR,3160.0,2.0,8.0,1.0,1.0,109.0
LABR,3161.0,1.0,2.0,-1.0,-1.0,17.0
LABR,3162.0,3.0,1.0,-1.0,-1.0,37.0
LABR,3163.0,0.0,1.0,1.0,1.0,106.0
LABR,3164.0,0.0,1.0,1.0,1.0,31.0
LABR,3165.0,0.0,0.0,1.0,-1.0,10.0
LABR,3166.0,0.0,3.0,1.0,1.0,21.0
LABR,3167.0,0.0,1.0,1.0,1.0,9.0
LABR,3168.0,1.0,0.0,1.0,1.0,56.0
LABR,3169.0,0.0,2.0,-1.0,-1.0,37.0
LABR,3170.0,0.0,0.0,-1.0,1.0,39.0
LABR,3171.0,3.0,0.0,-1.0,-1.0,19.0
LABR,3172.0,0.0,0.0,1.0,1.0,17.0
LABR,3173.0,0.0,2.0,1.0,1.0,13.0
LABR,3174.0,0.0,4.0,1.0,1.0,8.0
LABR,3175.0,2.0,5.0,-1.0,1.0,159.0
LABR,3176.0,0.0,3.0,1.0,1.0,58.0
LABR,3177.0,2.0,4.0,-1.0,-1.0,28.0
LABR,3178.0,0.0,1.0,-1.0,-1.0,36.0
LABR,3179.0,1.0,1.0,1.0,-1.0,9.0
LABR,3180.0,0.0,5.0,1.0,1.0,18.0
LABR,3181.0,2.0,4.0,-1.0,-1.0,60.0
LABR,3182.0,1.0,1.0,-1.0,-1.0,38.0
LABR,3183.0,1.0,1.0,-1.0,-1.0,7.0
LABR,3184.0,1.0,7.0,1.0,1.0,70.0
LABR,3185.0,0.0,0.0,1.0,-1.0,11.0
LABR,3186.0,4.0,2.0,-1.0,-1.0,65.0
LABR,3187.0,0.0,1.0,1.0,1.0,16.0
LABR,3188.0,2.0,4.0,1.0,1.0,233.0
LABR,3189.0,0.0,4.0,-1.0,1.0,53.0
LABR,3190.0,0.0,4.0,-1.0,-1.0,38.0
LABR,3191.0,0.0,0.0,1.0,-1.0,46.0
LABR,3192.0,0.0,1.0,1.0,1.0,42.0
LABR,3193.0,4.0,1.0,-1.0,-1.0,75.0
LABR,3194.0,0.0,0.0,1.0,1.0,12.0
LABR,3195.0,0.0,2.0,1.0,1.0,35.0
LABR,3196.0,1.0,1.0,-1.0,-1.0,40.0
LABR,3197.0,2.0,1.0,-1.0,-1.0,27.0
LABR,3198.0,10.0,7.0,-1.0,-1.0,206.0
LABR,3199.0,1.0,3.0,1.0,1.0,131.0
LABR,3200.0,0.0,1.0,1.0,1.0,9.0
LABR,3201.0,0.0,2.0,1.0,1.0,2.0
LABR,3202.0,1.0,6.0,1.0,-1.0,78.0
LABR,3203.0,1.0,5.0,1.0,1.0,236.0
LABR,3204.0,2.0,0.0,-1.0,-1.0,52.0
LABR,3205.0,2.0,9.0,1.0,1.0,244.0
LABR,3206.0,0.0,0.0,1.0,1.0,12.0
LABR,3207.0,1.0,0.0,-1.0,-1.0,1.0
LABR,3208.0,0.0,1.0,-1.0,-1.0,5.0
LABR,3209.0,0.0,1.0,1.0,1.0,32.0
LABR,3210.0,0.0,1.0,1.0,1.0,56.0
LABR,3211.0,0.0,1.0,-1.0,1.0,23.0
LABR,3212.0,1.0,1.0,-1.0,-1.0,11.0
LABR,3213.0,1.0,4.0,-1.0,-1.0,33.0
LABR,3214.0,0.0,1.0,-1.0,-1.0,62.0
LABR,3215.0,4.0,7.0,-1.0,-1.0,129.0
LABR,3216.0,3.0,1.0,-1.0,-1.0,54.0
LABR,3217.0,3.0,7.0,-1.0,-1.0,134.0
LABR,3218.0,2.0,4.0,-1.0,-1.0,146.0
LABR,3219.0,2.0,1.0,-1.0,-1.0,45.0
LABR,3220.0,4.0,1.0,-1.0,-1.0,75.0
LABR,3221.0,1.0,1.0,1.0,1.0,37.0
LABR,3222.0,1.0,4.0,1.0,-1.0,96.0
LABR,3223.0,0.0,2.0,1.0,1.0,5.0
LABR,3224.0,6.0,5.0,-1.0,1.0,187.0
LABR,3225.0,1.0,0.0,-1.0,-1.0,12.0
LABR,3226.0,0.0,0.0,-1.0,-1.0,4.0
LABR,3227.0,0.0,2.0,1.0,1.0,14.0
LABR,3228.0,3.0,3.0,1.0,1.0,112.0
LABR,3229.0,0.0,2.0,-1.0,1.0,10.0
LABR,3230.0,0.0,4.0,1.0,1.0,14.0
LABR,3231.0,0.0,2.0,1.0,1.0,46.0
LABR,3232.0,0.0,0.0,1.0,1.0,24.0
LABR,3233.0,0.0,5.0,1.0,1.0,40.0
LABR,3234.0,0.0,3.0,1.0,1.0,42.0
LABR,3235.0,3.0,1.0,-1.0,-1.0,25.0
LABR,3236.0,0.0,4.0,1.0,1.0,44.0
LABR,3237.0,1.0,7.0,-1.0,-1.0,273.0
LABR,3238.0,4.0,3.0,-1.0,-1.0,41.0
LABR,3239.0,1.0,3.0,-1.0,-1.0,24.0
LABR,3240.0,0.0,3.0,1.0,1.0,79.0
LABR,3241.0,0.0,0.0,-1.0,-1.0,13.0
LABR,3242.0,4.0,1.0,-1.0,-1.0,234.0
LABR,3243.0,0.0,0.0,-1.0,-1.0,16.0
LABR,3244.0,4.0,2.0,-1.0,-1.0,84.0
LABR,3245.0,0.0,2.0,1.0,1.0,3.0
LABR,3246.0,0.0,2.0,1.0,1.0,5.0
LABR,3247.0,2.0,3.0,-1.0,-1.0,26.0
LABR,3248.0,2.0,2.0,-1.0,-1.0,68.0
LABR,3249.0,2.0,4.0,1.0,1.0,22.0
LABR,3250.0,0.0,0.0,1.0,-1.0,17.0
LABR,3251.0,0.0,0.0,-1.0,-1.0,5.0
LABR,3252.0,3.0,2.0,-1.0,-1.0,55.0
LABR,3253.0,0.0,4.0,1.0,1.0,15.0
LABR,3254.0,2.0,2.0,-1.0,-1.0,47.0
LABR,3255.0,1.0,3.0,-1.0,-1.0,145.0
LABR,3256.0,3.0,3.0,-1.0,-1.0,62.0
LABR,3257.0,2.0,4.0,-1.0,-1.0,186.0
LABR,3258.0,0.0,5.0,1.0,1.0,57.0
LABR,3259.0,1.0,0.0,-1.0,-1.0,7.0
LABR,3260.0,1.0,3.0,-1.0,1.0,34.0
LABR,3261.0,0.0,1.0,1.0,1.0,35.0
LABR,3262.0,1.0,1.0,-1.0,-1.0,20.0
LABR,3263.0,0.0,0.0,-1.0,-1.0,36.0
LABR,3264.0,1.0,8.0,1.0,1.0,99.0
LABR,3265.0,1.0,1.0,-1.0,1.0,56.0
LABR,3266.0,3.0,1.0,-1.0,-1.0,35.0
LABR,3267.0,0.0,6.0,1.0,1.0,219.0
LABR,3268.0,0.0,0.0,1.0,1.0,49.0
LABR,3269.0,1.0,1.0,-1.0,-1.0,22.0
LABR,3270.0,1.0,2.0,-1.0,1.0,18.0
LABR,3271.0,0.0,2.0,1.0,1.0,30.0
LABR,3272.0,0.0,6.0,1.0,1.0,63.0
LABR,3273.0,0.0,0.0,1.0,1.0,5.0
LABR,3274.0,0.0,5.0,1.0,1.0,93.0
LABR,3275.0,0.0,6.0,1.0,1.0,25.0
LABR,3276.0,0.0,2.0,1.0,1.0,276.0
LABR,3277.0,1.0,7.0,1.0,1.0,298.0
LABR,3278.0,1.0,1.0,-1.0,-1.0,6.0
LABR,3279.0,0.0,1.0,-1.0,-1.0,20.0
LABR,3280.0,1.0,1.0,1.0,-1.0,9.0
LABR,3281.0,0.0,0.0,1.0,1.0,6.0
LABR,3282.0,0.0,1.0,1.0,1.0,37.0
LABR,3283.0,1.0,1.0,1.0,1.0,130.0
LABR,3284.0,2.0,0.0,-1.0,-1.0,9.0
LABR,3285.0,5.0,4.0,-1.0,-1.0,117.0
LABR,3286.0,0.0,5.0,1.0,1.0,45.0
LABR,3287.0,0.0,4.0,1.0,1.0,26.0
LABR,3288.0,3.0,0.0,-1.0,-1.0,59.0
LABR,3289.0,1.0,1.0,-1.0,-1.0,16.0
RES,0.0,5.0,1.0,-1.0,-1.0,45.0
RES,1.0,6.0,1.0,-1.0,-1.0,42.0
RES,2.0,1.0,3.0,1.0,1.0,36.0
RES,3.0,2.0,5.0,1.0,1.0,58.0
RES,4.0,3.0,1.0,-1.0,-1.0,13.0
RES,5.0,1.0,1.0,-1.0,1.0,28.0
RES,6.0,1.0,4.0,1.0,1.0,54.0
RES,7.0,0.0,11.0,1.0,1.0,73.0
RES,8.0,2.0,1.0,-1.0,-1.0,13.0
RES,9.0,1.0,3.0,1.0,-1.0,43.0
RES,10.0,0.0,2.0,1.0,1.0,12.0
RES,11.0,2.0,2.0,1.0,-1.0,56.0
RES,12.0,1.0,4.0,-1.0,-1.0,33.0
RES,13.0,0.0,3.0,-1.0,-1.0,30.0
RES,14.0,0.0,3.0,1.0,1.0,43.0
RES,15.0,1.0,3.0,-1.0,1.0,11.0
RES,16.0,0.0,3.0,1.0,1.0,15.0
RES,17.0,7.0,3.0,-1.0,-1.0,33.0
RES,18.0,5.0,1.0,-1.0,-1.0,5.0
RES,19.0,1.0,4.0,1.0,1.0,25.0
RES,20.0,4.0,12.0,-1.0,1.0,85.0
RES,21.0,0.0,4.0,1.0,1.0,24.0
RES,22.0,0.0,5.0,1.0,1.0,31.0
RES,23.0,0.0,0.0,1.0,1.0,180.0
RES,24.0,1.0,0.0,-1.0,-1.0,7.0
RES,25.0,1.0,0.0,-1.0,-1.0,62.0
RES,26.0,4.0,3.0,-1.0,-1.0,34.0
RES,27.0,0.0,0.0,-1.0,1.0,4.0
RES,28.0,1.0,4.0,-1.0,1.0,22.0
RES,29.0,0.0,7.0,1.0,1.0,26.0
RES,30.0,0.0,5.0,1.0,1.0,37.0
RES,31.0,1.0,0.0,-1.0,-1.0,37.0
RES,32.0,0.0,3.0,1.0,1.0,36.0
RES,33.0,0.0,1.0,-1.0,-1.0,19.0
RES,34.0,1.0,3.0,1.0,1.0,42.0
RES,35.0,1.0,1.0,-1.0,1.0,36.0
RES,36.0,1.0,2.0,-1.0,-1.0,33.0
RES,37.0,1.0,0.0,-1.0,-1.0,25.0
RES,38.0,0.0,1.0,-1.0,1.0,18.0
RES,39.0,0.0,0.0,-1.0,-1.0,38.0
RES,40.0,0.0,0.0,-1.0,-1.0,32.0
RES,41.0,1.0,2.0,-1.0,-1.0,55.0
RES,42.0,3.0,2.0,-1.0,-1.0,63.0
RES,43.0,4.0,7.0,1.0,-1.0,31.0
RES,44.0,1.0,1.0,-1.0,-1.0,18.0
RES,45.0,4.0,2.0,-1.0,-1.0,45.0
RES,46.0,0.0,7.0,1.0,1.0,22.0
RES,47.0,1.0,1.0,-1.0,-1.0,22.0
RES,48.0,1.0,0.0,-1.0,-1.0,9.0
RES,49.0,0.0,0.0,1.0,-1.0,32.0
RES,50.0,3.0,0.0,-1.0,-1.0,24.0
RES,51.0,0.0,0.0,-1.0,1.0,9.0
RES,52.0,4.0,4.0,-1.0,-1.0,40.0
RES,53.0,0.0,9.0,1.0,1.0,24.0
RES,54.0,0.0,2.0,1.0,1.0,296.0
RES,55.0,1.0,0.0,-1.0,-1.0,9.0
RES,56.0,2.0,2.0,1.0,-1.0,19.0
RES,57.0,2.0,9.0,1.0,-1.0,151.0
RES,58.0,0.0,0.0,-1.0,-1.0,12.0
RES,59.0,0.0,1.0,-1.0,1.0,15.0
RES,60.0,1.0,2.0,-1.0,-1.0,127.0
RES,61.0,10.0,6.0,-1.0,-1.0,315.0
RES,62.0,0.0,1.0,1.0,-1.0,11.0
RES,63.0,1.0,8.0,1.0,1.0,53.0
RES,64.0,1.0,4.0,1.0,1.0,27.0
RES,65.0,0.0,6.0,-1.0,1.0,55.0
RES,66.0,0.0,0.0,1.0,1.0,9.0
RES,67.0,0.0,6.0,1.0,1.0,14.0
RES,68.0,1.0,0.0,-1.0,-1.0,2.0
RES,69.0,2.0,1.0,-1.0,-1.0,67.0
RES,70.0,4.0,4.0,-1.0,-1.0,74.0
RES,71.0,3.0,1.0,-1.0,-1.0,42.0
RES,72.0,4.0,2.0,-1.0,1.0,36.0
RES,73.0,0.0,4.0,1.0,1.0,28.0
RES,74.0,2.0,8.0,1.0,1.0,26.0
RES,75.0,1.0,7.0,1.0,1.0,30.0
RES,76.0,1.0,1.0,-1.0,1.0,6.0
RES,77.0,2.0,1.0,-1.0,-1.0,9.0
RES,78.0,0.0,7.0,1.0,1.0,43.0
